Gene stable ID	Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENSG00000160216	ENST00000291572	Q9NRZ7	AGPAT3
ENSG00000180440	ENST00000315190	A2A2V5	SERTM1
ENSG00000184226	ENST00000377865	Q9HC56	PCDH9
ENSG00000184497	ENST00000375353	Q8WV15	TMEM255B
ENSG00000177511	ENST00000324000	O43173	ST8SIA3
ENSG00000173638	ENST00000311124	P41440	SLC19A1
ENSG00000171873	ENST00000379453	P25100	ADRA1D
ENSG00000159197	ENST00000290310	Q9Y6J6	KCNE2
ENSG00000166603	ENST00000299766	P32245	MC4R
ENSG00000204977	ENST00000378182	O60858	TRIM13
ENSG00000172296	ENST00000399002	Q9NUV7	SPTLC3
ENSG00000182093	ENST00000649170	O00258	GET1
ENSG00000175820	ENST00000322527	Q8NDH2	CCDC168
ENSG00000171587	ENST00000400454	O60469	DSCAM
ENSG00000160179	ENST00000398449	P45844	ABCG1
ENSG00000160183	ENST00000644384	P57727	TMPRSS3
ENSG00000160190	ENST00000352133	P57057	SLC37A1
ENSG00000187045	ENST00000676104	Q8IU80	TMPRSS6
ENSG00000185291	ENST00000331035	P26951	IL3RA
ENSG00000197563	ENST00000640252	O95427	PIGN
ENSG00000182162	ENST00000381297	Q86VZ1	P2RY8
ENSG00000158445	ENST00000371741	Q14721	KCNB1
ENSG00000160233	ENST00000291592	Q9BY71	LRRC3
ENSG00000183255	ENST00000330938	P53801	PTTG1IP
ENSG00000175065	ENST00000308128	Q86SJ6	DSG4
ENSG00000174227	ENST00000453061	Q5H8A4	PIGG
ENSG00000243156	ENST00000441493	Q7RTP6	MICAL3
ENSG00000165300	ENST00000683689	O94991	SLITRK5
ENSG00000179242	ENST00000614565	P55283	CDH4
ENSG00000180509	ENST00000399286	P15382	KCNE1
ENSG00000164880	ENST00000404767	Q8N201	INTS1
ENSG00000165389	ENST00000298130	Q969W0	SPTSSA
ENSG00000177398	ENST00000408910	Q5DID0	UMODL1
ENSG00000164828	ENST00000401592	O94901	SUN1
ENSG00000197217	ENST00000358689	Q9Y227	ENTPD4
ENSG00000165164	ENST00000378653	Q6ZTR5	CFAP47
ENSG00000165548	ENST00000298351	Q9P1W3	TMEM63C
ENSG00000267795	ENST00000586005	K7EJ46	SMIM22
ENSG00000173198	ENST00000373304	Q9Y271	CYSLTR1
ENSG00000172159	ENST00000304195	A2A2Y4	FRMD3
ENSG00000183067	ENST00000380588	Q9NSI5	IGSF5
ENSG00000164849	ENST00000444847	Q96CH1	GPR146
ENSG00000162104	ENST00000294016	O60503	ADCY9
ENSG00000165406	ENST00000453424	Q5T0T0	MARCHF8
ENSG00000183379	ENST00000331628	A6NDD5	SYNDIG1L
ENSG00000160305	ENST00000417564	Q14689	DIP2A
ENSG00000164751	ENST00000357039	P28328	PEX2
ENSG00000171885	ENST00000383168	P55087	AQP4
ENSG00000205678	ENST00000381210	Q5HYJ1	TECRL
ENSG00000157765	ENST00000382051	O95436	SLC34A2
ENSG00000203618	ENST00000366425	P13224	GP1BB
ENSG00000166523	ENST00000299663	Q9ULY5	CLEC4E
ENSG00000253710	ENST00000521508	Q2TAA5	ALG11
ENSG00000196730	ENST00000408954	P53355	DAPK1
ENSG00000159147	ENST00000303071	Q9NYP3	DONSON
ENSG00000280165	ENST00000409204	Q8N6Y1	PCDH20
ENSG00000243646	ENST00000290200	Q08334	IL10RB
ENSG00000159128	ENST00000290219	P38484	IFNGR2
ENSG00000170516	ENST00000355591	Q8TF08	COX7B2
ENSG00000182670	ENST00000418766	P53804	TTC3
ENSG00000187553	ENST00000651965	Q6V0L0	CYP26C1
ENSG00000159958	ENST00000291232	Q96RJ3	TNFRSF13C
ENSG00000172197	ENST00000324607	Q6ZNC8	MBOAT1
ENSG00000204271	ENST00000374919	Q5JUX0	SPIN3
ENSG00000170540	ENST00000304414	Q15041	ARL6IP1
ENSG00000157303	ENST00000375472	Q96L08	SUSD3
ENSG00000177150	ENST00000651643	Q96ND0	FAM210A
ENSG00000187258	ENST00000360581	Q6W5P4	NPSR1
ENSG00000170927	ENST00000371117	P08F94	PKHD1
ENSG00000173546	ENST00000308508	Q6UVK1	CSPG4
ENSG00000156968	ENST00000396385	Q2QL34	MPV17L
ENSG00000164742	ENST00000297323	Q08828	ADCY1
ENSG00000198060	ENST00000358935	Q9NX47	MARCHF5
ENSG00000213809	ENST00000240618	P26718	KLRK1
ENSG00000188991	ENST00000344941	A6NIM6	SLC15A5
ENSG00000170915	ENST00000442253	Q8TEZ7	PAQR8
ENSG00000164893	ENST00000297524	Q8TCU3	SLC7A13
ENSG00000258817	ENST00000555099	Q8NGP0	OR4C13
ENSG00000205846	ENST00000382073	Q6EIG7	CLEC6A
ENSG00000196209	ENST00000359801	Q5JXA9	SIRPB2
ENSG00000182087	ENST00000356663	Q4ZIN3	TMEM259
ENSG00000186009	ENST00000335288	P51164	ATP4B
ENSG00000164794	ENST00000524391	Q6PIU1	KCNV1
ENSG00000165304	ENST00000298048	Q14680	MELK
ENSG00000184076	ENST00000330029	Q9UDW1	UQCR10
ENSG00000172940	ENST00000311856	Q9Y226	SLC22A13
ENSG00000187871	ENST00000340465	Q6UXV0	GFRAL
ENSG00000175928	ENST00000319331	Q6UXK5	LRRN1
ENSG00000183960	ENST00000328405	Q96L42	KCNH8
ENSG00000205213	ENST00000379214	Q9BXB1	LGR4
ENSG00000156486	ENST00000287042	Q9ULS6	KCNS2
ENSG00000279761	ENST00000623930	Q8NGL4	OR5D13
ENSG00000157911	ENST00000447513	O60683	PEX10
ENSG00000164543	ENST00000319357	Q9UEE5	STK17A
ENSG00000186115	ENST00000221700	P78329	CYP4F2
ENSG00000187612	ENST00000344514	Q8NH69	OR5W2
ENSG00000160746	ENST00000292246	Q9NW15	ANO10
ENSG00000179919	ENST00000326258	Q8NGE5	OR10A7
ENSG00000186810	ENST00000373693	P49682	CXCR3
ENSG00000160951	ENST00000292513	P34995	PTGER1
ENSG00000171729	ENST00000376008	Q9NW97	TMEM51
ENSG00000169006	ENST00000306928	O95665	NTSR2
ENSG00000268221	ENST00000595290	P04001	OPN1MW
ENSG00000172289	ENST00000307552	Q8NGI7	OR10V1
ENSG00000157916	ENST00000605895	O15258	RER1
ENSG00000196208	ENST00000381486	Q4ZG55	GREB1
ENSG00000283654	ENST00000637218	A0A1B0GTW7	CIROP
ENSG00000166091	ENST00000339180	Q96DZ9	CMTM5
ENSG00000156471	ENST00000517309	P48651	PTDSS1
ENSG00000176231	ENST00000322107	Q8NGA5	OR10H4
ENSG00000183785	ENST00000330423	Q9NY65	TUBA8
ENSG00000242950	ENST00000603053	Q9UQF0	ERVW-1
ENSG00000168830	ENST00000305344	P28566	HTR1E
ENSG00000166347	ENST00000340533	P00167	CYB5A
ENSG00000279395	ENST00000625203	Q8NGL2	OR5L1
ENSG00000160229	ENST00000344519	Q6ZN08	ZNF66
ENSG00000167114	ENST00000300456	Q6P1M0	SLC27A4
ENSG00000169403	ENST00000373857	P25105	PTAFR
ENSG00000171612	ENST00000302692	Q9BSK2	SLC25A33
ENSG00000159618	ENST00000349457	Q8IZF4	ADGRG5
ENSG00000186867	ENST00000394427	Q96P65	QRFPR
ENSG00000166012	ENST00000448108	Q9H5J8	TAF1D
ENSG00000213996	ENST00000389363	Q9BZW4	TM6SF2
ENSG00000172057	ENST00000304046	Q8N138	ORMDL3
ENSG00000188820	ENST00000368605	Q5R3K3	CALHM6
ENSG00000164659	ENST00000450689	A8MWY0	ELAPOR2
ENSG00000183793	ENST00000360151	E9PKD4	NPIPA5
ENSG00000171657	ENST00000302548	Q96P67	GPR82
ENSG00000213937	ENST00000445369	O95484	CLDN9
ENSG00000184697	ENST00000328796	P56747	CLDN6
ENSG00000165192	ENST00000480796	Q8WXH4	ASB11
ENSG00000176563	ENST00000588408	Q8N815	CNTD1
ENSG00000165195	ENST00000333590	P37287	PIGA
ENSG00000249992	ENST00000503771	Q8WZ71	TMEM158
ENSG00000168158	ENST00000304936	O95371	OR2C1
ENSG00000158315	ENST00000372990	Q9NX52	RHBDL2
ENSG00000188833	ENST00000371506	Q5MY95	ENTPD8
ENSG00000284194	ENST00000395693	O43819	SCO2
ENSG00000198523	ENST00000357525	P26678	PLN
ENSG00000170153	ENST00000515673	Q9ULK6	RNF150
ENSG00000166428	ENST00000392593	Q96BZ4	PLD4
ENSG00000170837	ENST00000304411	Q9NS67	GPR27
ENSG00000178342	ENST00000316249	Q9UJ96	KCNG2
ENSG00000198753	ENST00000361971	Q9ULL4	PLXNB3
ENSG00000164124	ENST00000296529	Q7Z5S9	TMEM144
ENSG00000180879	ENST00000370086	P51571	SSR4
ENSG00000214376	ENST00000409977	A8MXK1	VSTM5
ENSG00000184113	ENST00000618236	O00501	CLDN5
ENSG00000198910	ENST00000370060	P32004	L1CAM
ENSG00000183813	ENST00000330953	P51679	CCR4
ENSG00000166575	ENST00000305494	Q86UB9	TMEM135
ENSG00000186854	ENST00000409520	Q86V40	TRABD2A
ENSG00000155918	ENST00000367341	Q5VY80	RAET1L
ENSG00000234965	ENST00000621082	B8ZZ34	SHISA8
ENSG00000172967	ENST00000684488	Q5GH77	XKR3
ENSG00000177854	ENST00000369982	Q14656	TMEM187
ENSG00000164411	ENST00000525899	Q6PEY0	GJB7
ENSG00000221963	ENST00000409652	Q9BWW8	APOL6
ENSG00000169562	ENST00000361726	P08034	GJB1
ENSG00000166682	ENST00000299882	Q9H3S3	TMPRSS5
ENSG00000155897	ENST00000286355	P40145	ADCY8
ENSG00000180155	ENST00000652477	P0DP58	LYNX1
ENSG00000165370	ENST00000651716	Q96P66	GPR101
ENSG00000165959	ENST00000298912	Q96JQ2	CLMN
ENSG00000165091	ENST00000297784	Q8TDI8	TMC1
ENSG00000158220	ENST00000389567	A0FGR9	ESYT3
ENSG00000281991	ENST00000615541	A0A087WTH1	TMEM265
ENSG00000244486	ENST00000622235	Q96GP6	SCARF2
ENSG00000164796	ENST00000297405	Q7Z407	CSMD3
ENSG00000206527	ENST00000383657	Q6Y1H2	HACD2
ENSG00000168785	ENST00000305798	P62079	TSPAN5
ENSG00000166002	ENST00000298966	Q9NRQ5	SMCO4
ENSG00000164128	ENST00000296533	P25929	NPY1R
ENSG00000185863	ENST00000413619	A6NLX4	TMEM210
ENSG00000185985	ENST00000335565	Q9H156	SLITRK2
ENSG00000177707	ENST00000485303	Q9NQS3	NECTIN3
ENSG00000167397	ENST00000394975	Q9BQB6	VKORC1
ENSG00000178904	ENST00000392250	Q6ZPD9	DPY19L3
ENSG00000163110	ENST00000317968	Q96HC4	PDLIM5
ENSG00000198719	ENST00000366756	O00548	DLL1
ENSG00000166900	ENST00000337979	Q13277	STX3
ENSG00000213714	ENST00000371325	Q5JX69	FAM209B
ENSG00000198265	ENST00000358691	P42694	HELZ
ENSG00000170961	ENST00000303924	Q92819	HAS2
ENSG00000188322	ENST00000341901	Q52WX2	SBK1
ENSG00000175048	ENST00000359775	Q8IZN3	ZDHHC14
ENSG00000204849	ENST00000377647	Q5TZJ5	SPATA31A1
ENSG00000213625	ENST00000371065	O15243	LEPROT
ENSG00000158966	ENST00000651257	Q5VU97	CACHD1
ENSG00000175344	ENST00000306901	P36544	CHRNA7
ENSG00000177455	ENST00000538922	P15391	CD19
ENSG00000166250	ENST00000448775	Q9H6B4	CLMP
ENSG00000168594	ENST00000359240	Q9UKF5	ADAM29
ENSG00000162618	ENST00000370742	Q9HBW9	ADGRL4
ENSG00000186188	ENST00000371481	Q5NUL3	FFAR4
ENSG00000164122	ENST00000296525	Q8WWX0	ASB5
ENSG00000204300	ENST00000375026	Q6GV28	TMEM225
ENSG00000185758	ENST00000541814	A6NM45	CLDN24
ENSG00000268182	ENST00000598409	P0DL12	SMIM17
ENSG00000218336	ENST00000511685	Q9P273	TENM3
ENSG00000173915	ENST00000369815	Q96IX5	ATP5MK
ENSG00000176273	ENST00000427197	Q2M3R5	SLC35G1
ENSG00000166292	ENST00000424486	Q9NV29	TMEM100
ENSG00000165716	ENST00000371692	Q5VUD6	DIPK1B
ENSG00000197405	ENST00000355085	P21730	C5AR1
ENSG00000244187	ENST00000290079	Q96I45	TMEM141
ENSG00000170417	ENST00000412401	Q6ZP80	TMEM182
ENSG00000164031	ENST00000442697	Q8TBM8	DNAJB14
ENSG00000180269	ENST00000570682	Q6DWJ6	GPR139
ENSG00000185897	ENST00000327809	O14843	FFAR3
ENSG00000235631	ENST00000434824	Q8N7C7	RNF148
ENSG00000174600	ENST00000550402	Q99788	CMKLR1
ENSG00000213906	ENST00000533293	Q9NPC1	LTB4R2
ENSG00000197410	ENST00000357232	Q6V1P9	DCHS2
ENSG00000188883	ENST00000340940	A4D1S0	KLRG2
ENSG00000169860	ENST00000305097	P47900	P2RY1
ENSG00000166927	ENST00000300184	Q9GZW8	MS4A7
ENSG00000171224	ENST00000373279	Q96D05	FAM241B
ENSG00000196296	ENST00000395503	O14983	ATP2A1
ENSG00000196396	ENST00000371621	P18031	PTPN1
ENSG00000276581	ENST00000437823	Q5VU36	SPATA31A5
ENSG00000168065	ENST00000301891	Q9NSA0	SLC22A11
ENSG00000197891	ENST00000377574	Q96S37	SLC22A12
ENSG00000160013	ENST00000291294	P43119	PTGIR
ENSG00000168702	ENST00000389484	Q9NZR2	LRP1B
ENSG00000185803	ENST00000643944	Q9HAB3	SLC52A2
ENSG00000204882	ENST00000377741	Q99678	GPR20
ENSG00000244045	ENST00000292114	Q8N511	TMEM199
ENSG00000206432	ENST00000383490	A6NKL6	TMEM200C
ENSG00000204642	ENST00000259951	P30511	HLA-F
ENSG00000174953	ENST00000496811	Q9H2U1	DHX36
ENSG00000187957	ENST00000341772	Q8NFT8	DNER
ENSG00000184602	ENST00000329565	O75324	SNN
ENSG00000171492	ENST00000337338	Q7L1W4	LRRC8D
ENSG00000214253	ENST00000223136	Q9Y3D6	FIS1
ENSG00000205496	ENST00000380371	Q8NGJ7	OR51A2
ENSG00000223609	ENST00000650601	P02042	HBD
ENSG00000177025	ENST00000314391	Q8NEA5	C19orf18
ENSG00000176239	ENST00000380219	Q9H340	OR51B6
ENSG00000181023	ENST00000317121	Q8NGI3	OR56B1
ENSG00000184350	ENST00000389832	Q86SM8	MRGPRE
ENSG00000196860	ENST00000360945	Q6UXN7	TOMM20L
ENSG00000168924	ENST00000302787	O95202	LETM1
ENSG00000185294	ENST00000329196	Q8IUH8	SPPL2C
ENSG00000180772	ENST00000371906	P50052	AGTR2
ENSG00000164713	ENST00000297290	O95415	BRI3
ENSG00000157350	ENST00000342907	Q16842	ST3GAL2
ENSG00000175054	ENST00000350721	Q13535	ATR
ENSG00000185900	ENST00000331373	Q9H5K3	POMK
ENSG00000175077	ENST00000312295	P59025	RTP1
ENSG00000166897	ENST00000402918	Q5R3F8	ELFN2
ENSG00000171155	ENST00000304661	Q96EU7	C1GALT1C1
ENSG00000177542	ENST00000628067	Q9H936	SLC25A22
ENSG00000169903	ENST00000305354	P48230	TM4SF4
ENSG00000171517	ENST00000370611	Q9UBY5	LPAR3
ENSG00000169762	ENST00000405303	Q6NXT6	TAPT1
ENSG00000158258	ENST00000458420	Q9H4D0	CLSTN2
ENSG00000164056	ENST00000651917	O43609	SPRY1
ENSG00000234224	ENST00000455783	B2RXF0	TMEM229A
ENSG00000157637	ENST00000374759	Q9HBR0	SLC38A10
ENSG00000166822	ENST00000561878	Q8WVE7	TMEM170A
ENSG00000186881	ENST00000334726	Q8NGS4	OR13F1
ENSG00000277556	ENST00000374779	Q8NGS8	OR13C5
ENSG00000203933	ENST00000370540	Q5JRM2	CXorf66
ENSG00000163600	ENST00000316386	Q9Y6W8	ICOS
ENSG00000188394	ENST00000616002	Q99679	GPR21
ENSG00000175893	ENST00000380916	Q8IVQ6	ZDHHC21
ENSG00000181704	ENST00000462683	Q96EC8	YIPF6
ENSG00000185231	ENST00000327606	Q01718	MC2R
ENSG00000197106	ENST00000331565	Q9H1V8	SLC6A17
ENSG00000203859	ENST00000369416	P26439	HSD3B2
ENSG00000157703	ENST00000674285	Q8N434	SVOPL
ENSG00000162695	ENST00000357650	Q8NEW0	SLC30A7
ENSG00000221946	ENST00000270310	P58549	FXYD7
ENSG00000198818	ENST00000361731	Q8WV19	SFT2D1
ENSG00000179091	ENST00000318911	P08574	CYC1
ENSG00000172209	ENST00000304402	Q99680	GPR22
ENSG00000198964	ENST00000361781	Q86VZ5	SGMS1
ENSG00000169992	ENST00000302926	Q8NFZ4	NLGN2
ENSG00000181323	ENST00000323675	Q8N4L4	SPEM1
ENSG00000283439	ENST00000636696	A0A1B0GUW6	SPEM3
ENSG00000164484	ENST00000296978	Q86VY9	TMEM200A
ENSG00000258227	ENST00000546910	Q9NY25	CLEC5A
ENSG00000178947	ENST00000417443	P0DMW4	SMIM10L2A
ENSG00000170775	ENST00000303921	O15354	GPR37
ENSG00000233493	ENST00000444469	C9JI98	TMEM238
ENSG00000185926	ENST00000328188	A6NHA9	OR4C46
ENSG00000197093	ENST00000360039	Q96RP7	GAL3ST4
ENSG00000166136	ENST00000299166	O95169	NDUFB8
ENSG00000169896	ENST00000544665	P11215	ITGAM
ENSG00000176076	ENST00000372101	Q9UJ90	KCNE5
ENSG00000156886	ENST00000389202	Q13349	ITGAD
ENSG00000186106	ENST00000335659	Q86W74	ANKRD46
ENSG00000262543	ENST00000573100	A0A1B0GU29	SMIM28
ENSG00000160325	ENST00000316948	Q9UGQ2	CACFD1
ENSG00000160326	ENST00000371899	Q9UGQ3	SLC2A6
ENSG00000163082	ENST00000321276	Q8IWX5	SGPP2
ENSG00000157399	ENST00000381134	P51690	ARSL
ENSG00000204516	ENST00000252229	Q29980	MICB
ENSG00000174939	ENST00000308748	Q5U4P2	ASPHD1
ENSG00000176340	ENST00000314133	P10176	COX8A
ENSG00000213199	ENST00000349064	Q9UHC3	ASIC3
ENSG00000165264	ENST00000379847	O95139	NDUFB6
ENSG00000177283	ENST00000374694	Q9H461	FZD8
ENSG00000213064	ENST00000271375	O95562	SFT2D2
ENSG00000165449	ENST00000395348	Q7RTY1	SLC16A9
ENSG00000187323	ENST00000442544	P43146	DCC
ENSG00000171054	ENST00000338616	Q8NG92	OR13H1
ENSG00000166160	ENST00000369929	P0DN77	OPN1MW2
ENSG00000167600	ENST00000310054	Q96SQ9	CYP2S1
ENSG00000166676	ENST00000299866	A6NH52	TVP23A
ENSG00000188803	ENST00000441885	Q6ZSJ9	SHISA6
ENSG00000227051	ENST00000555004	Q9NPU4	C14orf132
ENSG00000168398	ENST00000554311	P30411	BDKRB2
ENSG00000257335	ENST00000475668	O43451	MGAM
ENSG00000163755	ENST00000296051	Q969F9	HPS3
ENSG00000157227	ENST00000311852	P50281	MMP14
ENSG00000271321	ENST00000470691	Q86UF2	CTAGE6
ENSG00000213203	ENST00000307194	Q8WWP7	GIMAP1
ENSG00000196950	ENST00000359634	Q9ULF5	SLC39A10
ENSG00000166562	ENST00000587834	Q9BY50	SEC11C
ENSG00000242574	ENST00000418107	P28068	HLA-DMB
ENSG00000204257	ENST00000374843	P28067	HLA-DMA
ENSG00000168263	ENST00000382082	Q8TDN2	KCNV2
ENSG00000175489	ENST00000339007	Q8N386	LRRC25
ENSG00000178467	ENST00000383729	Q9NXG6	P4HTM
ENSG00000213463	ENST00000256366	P57105	SYNJ2BP
ENSG00000160446	ENST00000372663	Q96GR4	ZDHHC12
ENSG00000170881	ENST00000303545	Q8WU17	RNF139
ENSG00000240045	ENST00000489090	P0DN84	STRIT1
ENSG00000197965	ENST00000359523	O95297	MPZL1
ENSG00000175283	ENST00000372586	Q9UPQ8	DOLK
ENSG00000241468	ENST00000292475	P56134	ATP5MF
ENSG00000174807	ENST00000311330	Q9HCU0	CD248
ENSG00000206026	ENST00000579022	Q3B7S5	SMIM21
ENSG00000179397	ENST00000366534	Q5SY80	CATSPERE
ENSG00000174669	ENST00000357440	Q14542	SLC29A2
ENSG00000160870	ENST00000336374	P24462	CYP3A7
ENSG00000176402	ENST00000312891	Q8NFK1	GJC3
ENSG00000197081	ENST00000356956	P11717	IGF2R
ENSG00000175193	ENST00000317096	Q9H300	PARL
ENSG00000188404	ENST00000236147	P14151	SELL
ENSG00000221968	ENST00000278829	Q9Y5Q0	FADS3
ENSG00000173762	ENST00000312648	P09564	CD7
ENSG00000198911	ENST00000361204	Q12772	SREBF2
ENSG00000268089	ENST00000598523	Q9UN88	GABRQ
ENSG00000181396	ENST00000313056	Q6PK18	OGFOD3
ENSG00000167775	ENST00000301458	Q9NPF0	CD320
ENSG00000181458	ENST00000323523	Q9NWC5	TMEM45A
ENSG00000162852	ENST00000366513	Q6PJW8	CNST
ENSG00000177519	ENST00000325926	Q9NS64	RPRM
ENSG00000214160	ENST00000397676	Q92685	ALG3
ENSG00000165762	ENST00000641885	Q8NGD2	OR4K2
ENSG00000166448	ENST00000339375	Q8N3G9	TMEM130
ENSG00000176299	ENST00000641200	Q8NGD0	OR4M1
ENSG00000169484	ENST00000641793	Q8NGD5	OR4K14
ENSG00000255804	ENST00000540461	Q8NGC5	OR6J1
ENSG00000176253	ENST00000641904	Q8NH42	OR4K13
ENSG00000169208	ENST00000641040	Q8NGC4	OR10G3
ENSG00000198270	ENST00000552374	Q8NCL8	TMEM116
ENSG00000170340	ENST00000301998	Q9NY97	B3GNT2
ENSG00000187266	ENST00000222139	P19235	EPOR
ENSG00000179520	ENST00000323346	Q8NDX2	SLC17A8
ENSG00000176171	ENST00000368636	Q12983	BNIP3
ENSG00000171659	ENST00000378142	Q9UPC5	GPR34
ENSG00000171227	ENST00000306406	Q8WXS4	TMEM37
ENSG00000170289	ENST00000320005	Q9NQW8	CNGB3
ENSG00000173208	ENST00000308666	Q9UBJ2	ABCD2
ENSG00000196839	ENST00000372874	P00813	ADA
ENSG00000183049	ENST00000619168	Q8IU85	CAMK1D
ENSG00000157181	ENST00000287859	Q5SWX8	ODR4
ENSG00000162341	ENST00000294309	Q8NHX9	TPCN2
ENSG00000164976	ENST00000297625	Q6NSJ0	MYORG
ENSG00000205704	ENST00000381348	A0A590UK83	SMIM45
ENSG00000176410	ENST00000395176	Q96LL9	DNAJC30
ENSG00000170786	ENST00000303749	Q8N3Y7	SDR16C5
ENSG00000204116	ENST00000373502	Q5VXU3	CHIC1
ENSG00000169169	ENST00000598293	Q8TCG5	CPT1C
ENSG00000187243	ENST00000335504	Q96JG8	MAGED4B
ENSG00000185818	ENST00000423729	Q8N9F0	NAT8L
ENSG00000198937	ENST00000373408	Q9P0B6	CCDC167
ENSG00000167619	ENST00000301204	Q8NBT3	TMEM145
ENSG00000241106	ENST00000438763	P13765	HLA-DOB
ENSG00000173253	ENST00000358146	Q9Y5R5	DMRT2
ENSG00000157240	ENST00000287934	Q9UP38	FZD1
ENSG00000175274	ENST00000525680	O14683	TP53I11
ENSG00000268964	ENST00000601417	B6SEH9	ERVV-2
ENSG00000177098	ENST00000324727	Q8IWT1	SCN4B
ENSG00000232388	ENST00000411646	A0A096LP01	SMIM26
ENSG00000255072	ENST00000527353	Q3MUY2	PIGY
ENSG00000175318	ENST00000309731	Q8IUY3	GRAMD2A
ENSG00000241119	ENST00000354728	O60656	UGT1A9
ENSG00000165188	ENST00000489339	Q96D59	RNF183
ENSG00000167165	ENST00000305139	P19224	UGT1A6
ENSG00000180287	ENST00000536534	Q8N7P1	PLD5
ENSG00000185070	ENST00000330753	O43155	FLRT2
ENSG00000241635	ENST00000305208	P22309	UGT1A1
ENSG00000182197	ENST00000378204	Q16394	EXT1
ENSG00000171109	ENST00000471841	Q8IWA4	MFN1
ENSG00000218739	ENST00000402297	A8MTT3	CEBPZOS
ENSG00000205810	ENST00000396439	Q07444	KLRC3
ENSG00000184867	ENST00000356824	Q7L311	ARMCX2
ENSG00000205560	ENST00000312108	Q92523	CPT1B
ENSG00000171017	ENST00000306708	Q6NSJ5	LRRC8E
ENSG00000206069	ENST00000640159	Q6ICI0	LHFPL7
ENSG00000172061	ENST00000347624	Q8TF66	LRRC15
ENSG00000198814	ENST00000427190	P32189	GK
ENSG00000197702	ENST00000334956	Q9NVD7	PARVA
ENSG00000198674	ENST00000307002	Q8NH81	OR10G6
ENSG00000236981	ENST00000375024	Q8NGN4	OR10G9
ENSG00000176715	ENST00000614302	Q4G176	ACSF3
ENSG00000204310	ENST00000375107	Q99943	AGPAT1
ENSG00000164756	ENST00000456015	Q8IWU4	SLC30A8
ENSG00000168828	ENST00000377981	Q8NGT2	OR13J1
ENSG00000185133	ENST00000331075	Q15735	INPP5J
ENSG00000170522	ENST00000302274	Q9H5J4	ELOVL6
ENSG00000203870	ENST00000369529	A6NGZ8	SMIM9
ENSG00000204301	ENST00000375023	Q99466	NOTCH4
ENSG00000156599	ENST00000287169	Q9C0B5	ZDHHC5
ENSG00000165125	ENST00000359396	Q9H1D0	TRPV6
ENSG00000204287	ENST00000395388	P01903	HLA-DRA
ENSG00000164935	ENST00000297581	Q9H295	DCSTAMP
ENSG00000162630	ENST00000367434	O43825	B3GALT2
ENSG00000197993	ENST00000355265	P23276	KEL
ENSG00000183484	ENST00000329797	Q9UNW8	GPR132
ENSG00000178726	ENST00000377103	P07204	THBD
ENSG00000254126	ENST00000643224	A6NJW9	CD8B2
ENSG00000173085	ENST00000647002	Q96H96	COQ2
ENSG00000158714	ENST00000289707	Q9P0V8	SLAMF8
ENSG00000162723	ENST00000368093	Q96A28	SLAMF9
ENSG00000169241	ENST00000368404	Q9BRV3	SLC50A1
ENSG00000175463	ENST00000542590	Q8IV04	TBC1D10C
ENSG00000163463	ENST00000295682	Q8N6L1	KRTCAP2
ENSG00000168939	ENST00000695325	O43610	SPRY3
ENSG00000204195	ENST00000374521	Q58HT5	AWAT1
ENSG00000175514	ENST00000312457	Q8TDT2	GPR152
ENSG00000167700	ENST00000301327	Q96ES6	MFSD3
ENSG00000198121	ENST00000683809	Q92633	LPAR1
ENSG00000254402	ENST00000529415	Q50LG9	LRRC24
ENSG00000211448	ENST00000438257	Q92813	DIO2
ENSG00000171551	ENST00000304546	O95672	ECEL1
ENSG00000164535	ENST00000297056	Q8NCG7	DAGLB
ENSG00000280670	ENST00000629482	A0A0D9SF12	CCDC163
ENSG00000204033	ENST00000372113	A6NDA9	LRIT2
ENSG00000183423	ENST00000594814	Q3SXY7	LRIT3
ENSG00000164889	ENST00000413384	P04920	SLC4A2
ENSG00000188869	ENST00000359440	Q7Z5M5	TMC3
ENSG00000177489	ENST00000320065	Q8NGZ5	OR2G2
ENSG00000177476	ENST00000320002	Q8NGZ4	OR2G3
ENSG00000173302	ENST00000309926	Q8TDV2	GPR148
ENSG00000187783	ENST00000389583	A0PK05	TMEM72
ENSG00000223601	ENST00000422359	P0CF75	EBLN1
ENSG00000182255	ENST00000328224	P22459	KCNA4
ENSG00000198690	ENST00000362065	Q9Y2M0	FAN1
ENSG00000183117	ENST00000635120	Q96PZ7	CSMD1
ENSG00000204176	ENST00000374321	Q9BQS2	SYT15
ENSG00000261371	ENST00000563924	P16284	PECAM1
ENSG00000187806	ENST00000341689	A6NGA9	TMEM202
ENSG00000163472	ENST00000405535	Q9BSE2	TMEM79
ENSG00000165349	ENST00000374299	Q8WY07	SLC7A3
ENSG00000214654	ENST00000689072	A8MXE2	B3GALT9
ENSG00000181513	ENST00000321854	Q8NC06	ACBD4
ENSG00000171596	ENST00000305141	Q9HB89	NMUR1
ENSG00000186377	ENST00000371901	Q8N118	CYP4X1
ENSG00000177076	ENST00000340967	Q5QJU3	ACER2
ENSG00000155886	ENST00000341998	Q9UI40	SLC24A2
ENSG00000250510	ENST00000311268	Q16538	GPR162
ENSG00000161381	ENST00000315392	Q8IUK5	PLXDC1
ENSG00000175538	ENST00000310128	Q9Y6H6	KCNE3
ENSG00000184716	ENST00000319327	A6NH21	SERINC4
